BitcoinBullets;ðbulletbotv20ð 02072023 144500 utc âââââ bitcoin bulletsâ market analysis february 7 2023 âââââ âªïtechnical 4h btc managed remain strong despite short term chop saw around weekly close holding important mid term key level 22800 held next couple day would take u straight new local high th bear however manage get break close daily 22500 could lower correction mid term bounce âªïsentiment sentiment increased slightly short term last 24 hour becoming pretty much neutral respecting already mentioned key mid term support level mid term sentiment remains considerably bullish could see long term sentiment turning favor bull next couple week buyer step âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;bitcoin bulletsâ trading pnl report january 2023 38 total trade january 37 become huge sicilian homeruns expected told last month weve managed make total 2917 profit month signal hitting higher target chop started increase lower time frame however ready hidden sicilian vip pick make next month even biggerððððð monthly stats total trade 38 profitable trade 37 loss 1 lifetime accuracy 939 total profit leverage 41681â total profit leverage 29177â âââââ ðbitcoin bulletsâ vipð starting fresh new year expecting even stronger profitable trade everâ best start february show u thisð 25 discounted seat available join exclusive profitable inner circle world limited time priceâ fast first come first servedð ð httpsformsglekx7zqx5zpefh5qde9 âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ india introduce measure around crypto year say government official indian government planning introduce âmeasures around cryptoâ year according countryâs economic affair secretary ajay seth indiaâs finance minister say cryptocurrency regulation discussed upcoming g20 meeting finance minister central bank governor âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;one explosive sicilian mover year make u ridiculous profitðð;NEGATIVE
BitcoinBullets;ðegldusdt long leverage 13x status update tp 4 46â profit 1093 3x one sicilian target destroyed perfect 47 highâ expected cheer bulletsðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðbulletbotv20ð 02062023 144800 utc âââââ bitcoin bulletsâ market analysis february 6 2023 âââââ âªïtechnical 4h currently ranging around adjusted 22800 key mid term support level bottom range reaching local low 22500 bull managed see short term upside reaction key level bear manage get daily close 22500 well trouble could see retest 22000 21200 bouncing âªïsentiment short term sentiment currently bearish decreased last 24 hour could mean going lower retest seeing decent mid term bounce mid term sentiment remains bullish move 16000 long term sentiment remains neutral âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ egyptian fintech mnthalan secures 400 million funding valuation rise 1 billion egyptian fintech mnthalan announced feb 1 raised 340 million via debt equity expects raise additional 60 million leading international investor latest funding round see mnthalanâs valuation rise 1 billion reportedly make countryâs âonly private billiondollar companyâ âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðlrcusdt long leverage 13x status update tp 8 037â tp 9 041â profit 2983 3x 2 sicilian target blown upâ cheer everyoneðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðbulletbotv20ð 02052023 175200 utc âââââ bitcoin bulletsâ market analysis february 5 2023 âââââ âªïtechnical 4h btc remained relatively quiet weekend slight amount volume lower time frame momentum gained bear btcs move towards key 23000 mid term support level around weve held relatively well however see daily weekly close 23150 could much set new mid term low next week another bounce âªïsentiment short term sentiment decreased latest downside move mid term sentiment remains slightly bullish long term sentiment remains neutral waiting higher time frame market confirmation long term sentiment pick side could much happen next couple week âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ south african retailer pick n pay accepting payment via btc store pick n pay one south africaâs leading retailer reportedly accepts bitcoin payment store across country using bitcoin lightning network pick n payâs customer buy item grocery airtime electricity token âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;reentry level weâve waiting waiting confirmation gotð;NEUTRAL
BitcoinBullets;insider update ftxlinked alameda research sue voyager digital 445m âââââ bitcoin bulletsâ trading;NEUTRAL
BitcoinBullets;ðthetausdt long leverage 13x status update tp 1 100â tp 2 103â tp 3 107â tp 4 111â tp 5 116â profit 892 3x almost 2x matter week low leverage expected another sicilian explosionâ cheer everyoneðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip sicilian setup 2 week ago another huge winnerðð;POSITIVE
BitcoinBullets;ðbulletbotv20ð 02042023 145000 utc âââââ bitcoin bulletsâ market analysis february 4 2023 âââââ âªïtechnical 4h weekend volume kicking btc overall market mean significant drop daily volume yesterday however market still remain stable btc currently holding 23185 key mid term support level enough strength volume bull built decent amount mid term momentum last week could mean continuation âªïsentiment short term sentiment currently pretty much neutral mid term sentiment remains slightly bullish mean bull slight edge bear next move bear manage see daily close 22500 short mid term sentiment would tilt favor bear would potentially take u lower towards 21000 another retest âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ smart contract token market soar 332 billion defi value reach high seen since ftx collapse amesbury massachusettsbased bankprov subsidiary provident bancorp announced longer provide loan secured cryptocurrency mining rig filing u security exchange commission ex991 bankprov stated revenue digital asset loan portfolio continue decrease company discontinued new loan origination backed mining equipment âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;low leverage high profit potential sicilian position getting ready fill entry destroy target matter weeksðð;NEGATIVE
BitcoinBullets;insider update âââââ bitcoin bulletsâ trading;NEUTRAL
BitcoinBullets;ðlinkusdt long leverage 13x status update tp 1 632â tp 2 652â tp 3 680â tp 4 720â profit 729 3x sicilian order filled exploding first 4 targetsâ cheer bulletsðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;sent january 10th vip insider already knew moveð;POSITIVE
BitcoinBullets;ðbulletbotv20ð 02032023 144700 utc âââââ bitcoin bulletsâ market analysis february 3 2023 âââââ âªïtechnical 4h last 24 hour btc seen 4 drop 24240 mid term high 23200 level around still trading move also pushed higher market cap alt towards new short term low however overall market remains stable btc even gotten close key mid term support level 23000 must hold order maintain mid term strength âªïsentiment short term sentiment looking like rollercoaster last 2 week reaching new local high new local low pretty much every couple day currently slightly bearish latest drop mid term sentiment remains considerably bullish could responsible next high volume move long term sentiment still determined âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ tesla sec filing show bitcoin fair market value 191 million teslaâs latest filing u security exchange commission sec show fair market value companyâs bitcoin holding 191 million end 2022 addition billionaire elon muskâs electric car company recorded 204 million impairment loss resulting change price bitcoin âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;sicilian order ready low leverage ready make new mid term highsðð;POSITIVE
BitcoinBullets;insider update since friday anomaly peaked around bitcoins alltime high set year ago friday drag performance recently recent rally bitcoin friday anomaly appears back âââââ bitcoin bulletsâ trading;NEGATIVE
BitcoinBullets;ðontusdt long leverage 13x status update tp 1 0193â tp 2 0200â tp 3 0210â tp 4 0215â profit 1037 3x took longer expected sicilian pick managed make monthðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;yup sicilian knew move anyone else marketðð;NEUTRAL
BitcoinBullets;ðbulletbotv20ð 02022023 144400 utc âââââ bitcoin bulletsâ market analysis february 2 2023 âââââ âªïtechnical 4h gaining bullish strength lower time frame btc managed reach new local high 24270 key 23185 key mid term support resistance level strength maintained bull next couple hour likely heading even higher next couple day potentially reaching new high 25500 âªïsentiment short term sentiment exploded combined relatively bullish mid term overall sentiment could see strong continuation towards upside next week well ready could turn table favor bull long term âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ massachusettsbased bankprov end loan offering secured cryptocurrency mining rig amesbury massachusettsbased bankprov subsidiary provident bancorp announced longer provide loan secured cryptocurrency mining rig filing u security exchange commission ex991 bankprov stated revenue digital asset loan portfolio continue decrease company discontinued new loan origination backed mining equipment âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;insider update âââââ bitcoin bulletsâ trading;NEUTRAL
BitcoinBullets;ðxtzusdt long leverage 13x status update tp 1 098â tp 2 102â tp 3 107â tp 4 113â profit 927 3x reached perfect high 118 right entry cheer everyoneðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;sicilian move executed expected sent vip insider month agoð;POSITIVE
BitcoinBullets;ðbulletbotv20ð 02012023 144200 utc âââââ bitcoin bulletsâ market analysis february 1 2023 âââââ âªïtechnical 4h january monthly close btc bounced towards 23000 currently trading decent short term strength weâre still see mid term confirmation either bull bear expect happen next couple week either break 23500 towards 25000 22550 towards 22000 potentially lower âªïsentiment short term sentiment turned pretty much neutral last 48 hour market show pretty much decisiveness favor either bull bear mid term sentiment remains relatively strong potential take u higher next week long term sentiment remains neutral awaiting patiently higher time frame confirmation âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ recruiting agency japan turning metaverse metaverse making inroad job recruiting front japan according local report mega metaverse job fair organized jan 27 2000 student taking part experience student used avatar communicate review job preview available different booth controlled several company âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;sicilian order ready explosion month yearð;POSITIVE
BitcoinBullets;insider update âââââ bitcoin bulletsâ trading;NEUTRAL
BitcoinBullets;ðegldusdt long leverage 13x status update tp 1 40â tp 2 415â tp 3 435â profit 701 3x sicilian entry perfectly filled going full gas towards targetsâ profit taken stop moved cheer bulletsðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip sicilian setup sent december 17th filling explodingð;POSITIVE
BitcoinBullets;ðbulletbotv20ð 01312023 144500 utc âââââ bitcoin bulletsâ market analysis january 31 2023 âââââ âªïtechnical 4h btc managed perfectly retest 22564 key local level weve seen decent short term bullish reaction towards 23000 however btc danger yet bear manage push btc 22500 daily could see much lower mid term retest potential high volume bounce âªïsentiment short term sentiment remains bearish considering last 2 day gained pretty much completely bear move 24000 mid term sentiment remains bullish still holding power strength upside move 16000 long term sentiment still looking neutral waiting either strong upside confirmation bearish continuation âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ new york considers bill establish cryptocurrency form payment state agency bill introduced u state new york allow state agency accept cryptocurrency payment including bitcoin ether litecoin bitcoin cash legislation proposes allowing crypto used âa mean payment fine civil penalty rent rate tax fee chargesâ âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;brand new sicilian pick ready make month low leverage expecting see least decent mid term continuation rangeðð;POSITIVE
BitcoinBullets;insider update âââââ bitcoin bulletsâ trading;NEUTRAL
BitcoinBullets;ðwoousdt long leverage 13x status update tp 8 0200â tp 9 0220â profit 2173 3x 2 target reached 022 high planned bulletsâ cheersðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðbulletbotv20ð 01302023 144700 utc âââââ bitcoin bulletsâ market analysis january 30 2023 âââââ âªïtechnical 4h btc whole maker overall gaining important amount bullish momentum weekend pushing btc 24000 swing high bull started gain strength pushing btc 23000 still ranging around level however expect see stronger move next couple day either bounce new mid term high lower correction âªïsentiment short term sentiment turned bearish last 24 hour could get u lower shortmid term retest another potential bounce next week important mid term support level lie 22500 likely retested another move mid term sentiment remains slightly bullish long term sentiment remains neutral awaiting stronger confirmation âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ elon musk reaffirms offer eat happy meal tv mcdonalds accepts dogecoin tesla twitter ceo elon musk reaffirmed commitment eat mcdonaldâs happy meal tv fast food chain accepts meme cryptocurrency dogecoin doge musk originally made offer year ago mcdonaldâs responded counteroffer time âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;insider update 90 hong kong singapore wealthiest investor say buy already bitcoin digital asset new research report one big four accounting organization world kpmg âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðadausdt long leverage 13x status update tp 5 039â profit 1428 3x boooom thatâs exactly weâre taking one sicilian target reached profit takenâ cheer bulletsðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðbulletbotv20ð 01292023 161700 utc âââââ bitcoin bulletsâ market analysis january 29 2023 âââââ âªïtechnical 4h btc trading 23000 showing exceptional sign short term volume strength could getting ready higher move next week could potentially reach 25200 higher even bullish strength gained bear need see weekly close 23200 head lower currently look unlikely âªïsentiment short mid term sentiment turned bullish last 24 hour strength volume gained accelerated bullish momentum could take u 25000 next day week could potentially enough see long term sentiment turning bullish starting new market cycle âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ ftx lawyer attempt question bankmanfriedâs family inner circle financial insight according court document ftx bankruptcy case companyâs attorney seek subpoena ftx cofounder sam bankmanfried brother gabriel bankmanfried parent joseph bankman barbara fried additionally attorney intend question bankmanfriedâs top deputy including ftx cofounder gary wang exalameda research ceo caroline ellison former chief operating officer constance wang exchangeâs former director engineering nishad singh âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;3x leverage mid term sicilian position still holding profit potential 7x relatively low riskðð;POSITIVE
BitcoinBullets;ðgrtusdt long leverage 13x status update tp 1 00635â tp 2 0066â tp 3 0069â tp 4 0072â tp 5 0076â tp 6 0081â tp 7 0087â tp 8 0095â profit 1403 3x perfectly destroyed 8 target reaching 0095 matter weeksâ cheer bulletsðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;expected vip setup sent 3 week agoð;POSITIVE
BitcoinBullets;ðbulletbotv20ð 01282023 141700 utc âââââ bitcoin bulletsâ market analysis january 28 2023 âââââ âªïtechnical 4h bull tried break 23500 range high yesterday success taken btc 23000 trading relatively low volume volatility depending see next couple day specially around weekly close weâll determine headed next couple week âªïsentiment sentiment remains unchanged wince yesterday short term showing neutralbearish sign could take tus short term retest another bounce likely range low around 22500 mid term sentiment remaining bullish could factor holding price action 22000 next couple day long term sentiment still neutral waiting stronger confirmation âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ tesla q4 balance sheet show bitcoin holding worth 184 million teslaâs latest balance sheet show companyâs bitcoin holding worth 184 million tesla sell digital asset fourth quarter 2022 despite crypto winter contagion crypto ecosystem âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;setting lower order sicilian gem bounce violent preparedð;NEGATIVE
BitcoinBullets;ðruneusdt long leverage 13x status update tp 1 169â tp 2 175â tp 3 182â profit 427 3x 3 target reached profit taken weâre getting started everyone cheer insidersðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip bullet signal sent january 18thð;POSITIVE
BitcoinBullets;ðbulletbotv20ð 01272023 141800 utc âââââ bitcoin bulletsâ market analysis january 27 2023 âââââ âªïtechnical 4h btc remains relatively stable around 23000 spike trading volume favor bull bear intraday price action look like going chop determining price action really headed th mid term eth also trading 1600 one important mid term resistance level least see clean break âªïsentiment short term sentiment gone slightly bearish yesterday neutral today clearly seen alt seen little variation term price action last 24 hour hand mid term sentiment remains slightly bullish could catalyst next high volume move upside âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ new south african code say crypto asset ad must include capital loss warning crypto asset service provider south africa seeking attract investor via advertisement must âexpressly clearly state investing crypto asset may result loss capitalâ influencers working behalf crypto asset service provider must ânot offer advice trading investing crypto asset may promise benefit returnsâ âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðlrcusdt long leverage 13x status update tp 1 0216â tp 2 0225â tp 3 0237â tp 4 025â tp 5 027â tp 6 030â tp 7 033â profit 1783 3x expected order filled heading straight towards target profit partially taking expecting higher levelsâ cheer bulletsðð âââââ bitcoin bulletsâ tradingdd;POSITIVE
BitcoinBullets;sicilian knew beast even started movingð;NEUTRAL
BitcoinBullets;ðbulletbotv20ð 01262023 142100 utc âââââ bitcoin bulletsâ market analysis january 26 2023 âââââ âªïtechnical 4h btc ranging relatively tight short term range 22500 23500 last week small variation upside downside bull still showing significant mid term dominance bear mid term yesterday bull managed see move range 23800 high got immediately rejected bear âªïsentiment mid short term reaction range sent short term sentiment new local low could give bear enough strength lower retest another considerable bounce mid term sentiment however remains bullish long price action remains 21000 bull hold edge âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ south african dispute resolution office say considers cryptorelated complaint according south africaâs office fais ombud independent dispute resolution office individual cryptorelated grievance occurred oct 19 2022 formally submit complaint agencyâs website however office fais ombud insisted complaint occurred crypto asset designated financial product considered resubmitted âââââ bitcoin bulletsâ trading;NEGATIVE
BitcoinBullets;ðksmusdt long leverage 13x status update tp 2 27â tp 3 285â tp 4 30â tp 5 32â tp 6 34â tp 7 37â profit 1726 3x sicilian gem completely exploded reaching 7 total target making month cheer everyoneðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðbulletbotv20ð 01252023 142300 utc âââââ bitcoin bulletsâ market analysis january 25 2023 âââââ âªïtechnical 4h btc currently trading around 22500 decent mid term strength maintained move 16000 23500 retesting local 22564 support determine heading towards 25000 22000 next day depending price action develops next couple day weâll see strong upside downside move well catch always âªïsentiment short term sentiment dropped considerable last 24 hour giving slight advantage bear could mean heading towards 22000 lower bear manage gain even strength mid term sentiment remains bullish long term sentiment remains neutral meaning havent yet confirmed next high relevance high volume move âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ brazil argentina start working creation latam common currency brazil argentina looking begin work issuance common currency sergio massa minister economy argentina also stated two country inviting nation area join economic integration project future âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;sicilian gem key long term support make new mid term high expecting confirmation breakout next couple weeksð;POSITIVE
BitcoinBullets;insider update best january history bitcoin âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðnearusdt long leverage 13x status update tp 5 177â tp 6 195â tp 7 215â tp 8 240â tp 9 270â profit 2631 3x 5 target completely burned expectedâ cheer another home run bulletsðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;ðbulletbotv20ð 01242023 142800 utc âââââ bitcoin bulletsâ market analysis january 24 2023 âââââ âªïtechnical 4h currently holding 22560 btc looking relatively stable higher time frame potential head higher next couple week bull manage hold bullish momentum important mid term support level currently 21174 must hold order get bullish continuation important mid term resistance remains 24000 âªïsentiment sentiment remains favor bull short mid term time frame cold lead continuation move however long term sentiment remains neutral need much stronger confirmation move tilt either favor bull bear drop 21000 would see drop mid short term sentiment potential seeing another bearish continuation âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ ethereum developer commence finalizing shanghai upgrade âshadow forkâ testing bug identification ethereum developer begun finalizing shanghai upgrade âshadow forkâ according software engineer marius van der wijden âshadow forkâ serve testing environment shanghai upgrade allowing developer identify bug potential issue âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;higher leverage relatively higher risk vip move ready shortmid term profitsðð;POSITIVE
BitcoinBullets;ðatausdt long leverage 13x status update tp 1 0095â tp 2 0099â tp 3 0104â tp 4 0110â tp 5 0120â tp 6 0135â tp 7 0140â profit 1318 3x 7 target destroyed sicilian move expectedâ cheer everyoneðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;another perfect sicilian catchð;POSITIVE
BitcoinBullets;ðbulletbotv20ð 01232023 173300 utc âââââ bitcoin bulletsâ market analysis january 23 2023 âââââ âªïtechnical 4h btc currently ranging decent mid term strength 22000 reaching local high 23300 pushing pretty much entire market along depending price action see next couple day well determine market headed next couple week potentially month break close 22000 bear would regain dominance âªïsentiment short term sentiment decreased last 2 day btc show strong resistance around 23000 could either push price lower next couple day dragging sentiment along manage push key resistance level towards 24000 higher would turn create another alt push upside âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ u government seizes 700 million asset disgraced ftx cofounder sam bankmanfried federal prosecutor seized 697 million asset mostly comprised 56 million robinhood share worth 526 million ftx cofounder sam bankmanfried court filing detailed u government seized series bank account belonging bankmanfried holding million cash âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;insider update âââââ bitcoin bulletsâ trading;NEUTRAL
BitcoinBullets;ðxrpusdt long leverage 13x status update tp 1 0358â tp 2 037â tp 3 039â tp 4 041â profit 849 3x first 4 target destroyed perfect 041 high weâre getting started cheer everyone bulletsðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;sicilian setup sent 3 week ago giving u enough time get ready itð;POSITIVE
BitcoinBullets;ðbulletbotv20ð 01222023 140400 utc âââââ bitcoin bulletsâ market analysis january 22 2023 âââââ âªïtechnical 4h perfectly reaching retesting 23185 key mid term level btc twice rejected brought back 23000 still trading bull shown exceptional strength last week could much see bullish continuation current level however weekend price action volume could also get u shortmid term correction upside move âªïsentiment short term sentiment become neutral last 24 hour seeing btc dropping 23000 showing sign another retest mid term sentiment remains slightly bullish meaning could see continuation move upside next couple week well ready long term sentiment remains neutral âªïwrapup vip vip content btc daily range ðupper limit vip content ðlower limit vip content 15 based moving average volatility openend point ðscalp entry vip advanced trader moderatehigh risk ðµlong vip content ðshort vip content âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;vip news âââââ wrapped bitcoin project see 18 redemption circulating supply 54 day statistic show course 54 day number wrapped bitcoin wbtc hosted ethereum network decreased 40156 equates 18 redemption circulating supply wbtc since nov 27 2022 âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;insider update âââââ bitcoin bulletsâ trading;NEUTRAL
BitcoinBullets;ðzrxusdt long leverage 13x status update tp 1 0174â tp 2 0180â tp 3 0187â tp 4 0195â tp 5 0205â tp 6 0220â tp 7 0235â profit 1628 3x expected told entry reached target destroyed cheer everyoneðð âââââ bitcoin bulletsâ trading;POSITIVE
BitcoinBullets;sent december 21 vip bullet exploding targetsðð;POSITIVE
